PolledNickname,MatchedUsername,Level,Country,IsPayer
reel_coolozzy,reel_coolozzy,24,NZ,0
reelvirtualoutdoors,reelvirtualoutdoors,84,US,1
Reggie Carter,,,,0
ReichWA,ReichWA,67,HK,0
Rekamtra1,Rekamtra1,75,US,1
RemusPesca,RemusPesca,85,BR,1
RenedageChewToy,,,,0
Rentoad,Rentoad,76,ID,1
Reptileboy8020,Reptileboy8020,85,US,1
ResoluteSnapSaint,ResoluteSnapSaint,19,US,0
reszo,reszo,72,PL,1
ReturnofBob,ReturnofBob,64,,1
Revotoro21,revotoro21,24,SE,0
Rexlesser,Rexlesser,83,US,1
RiceTheCat,RiceTheCat,54,CA,1
richardmr,,,,0
ricky-laFleur,ricky-laFleur,83,CA,1
RicM0,RicM0,106,BR,1
ricox07,RICOX07,29,IT,1
Rijuuu,Rijuuu,95,ID,1
Rippin-Reels,Rippin-Reels,75,US,1
River_Ninja77,River_Ninja77,99,DE,1
RmFik,RmFik,110,IS,1
RNKLS,RNKLS,110,GB,1
Roald63,Roald63,110,NL,1
Robak280,robak280,110,PL,0
Robeb,Robeb,50,KR,0
robettt,robettt,96,ID,1
robuletzzz,,,,0
Rodeoenka,Rodeoenka,86,SK,1
RodinDeMiner,RodinDeMiner,33,NL,1
RogueRider,RogueRider,101,BR,1
Roich,Roich,34,,1
rollefox,rollefox,109,DE,1
rom4ik001,rom4ik001,62,UA,1
romanker456,romanker456,58,ES,0
RomanXavi,RomanXavi,92,PL,1
RomeOow,RomeOow,109,TH,1
ROMSKI989,ROMSKI989,20,PL,0
rook[GER],rook[GER],93,DE,1
Rookie_Anglers,Rookie_Anglers,101,ID,0
rozbojnik21,Rozbojnik21,81,PL,1
RP_Han,RP_Han,108,ID,1
RT_Naldo,RT_Naldo,91,BR,1
RtMedic66,RtMedic66,68,US,1
ruato,ruato,110,FI,1
rubenvillalvaro,rubenvillalvaro,68,ES,1
Ruca,Ruca,55,,1
Rudy4209,Rudy4209,55,PL,0
runix18,runix18,39,RO,1
Rutek69,Rutek69,46,PL,0
rybakantoni,rybakantoni,68,PL,1
RybakZhoskiyInWorld,RybakZhoskiyInWorld,44,BY,1
RybnikZen,RybnikZen,56,UA,1
RyszardSzponter,RyszardSzponter,100,PL,1
S.winer,S.winer,109,TH,0
S1000RR_Norge,S1000RR_Norge,49,NO,1
S1KRRDream,S1KRRDream,23,CA,1
s1ster-f1ster,S1STER-F1STER,61,US,1
S4MU3L3219,S4MU3L3219,55,GB,1
Sadpan,Sadpan,61,,1
Saez1994,Saez1994,94,ES,1
SahabatLaut69,SahabatLaut69,81,ID,1
saintjazzy,saintjazzy,83,GB,1
SALAHDIN,salahdin,87,DZ,1
Sallyaoparda,Sallyaoparda,45,ES,0
SalmonHammond420,SalmonHammond420,62,US,1
Salric-26,Salric-26,109,CO,1
Salvacrack7,Salvacrack7,94,ES,1
sam,sam,67,GB,1
Samiel73,Samiel73,71,US,1
Sampei93,Sampei93,108,IT,1
SandwIchill,SandwIchill,109,CN,1
SandyLOVFesin,SandyLOVFesin,108,IN,1
Sapyen,Sapyen,110,ES,1
Sassman,Sassman,2,DE,0
Saturn3100,Saturn3100,94,PL,0
sbs_sabras,sbs_sabras,15,GR,0
Scannerman,scannerman,9,,1
schabernack66663,schabernack66663,94,DE,0
SCHIZIKI,SCHIZIKI,104,KZ,1
SchNi2000,SchNi2000,36,LU,1
Schylger,Schylger,65,NL,1
scott295,scott295,105,,1
ScpDeuce,,,,0
ScreamingWhale,ScreamingWhale,89,DK,1
SCSBABY2000,,,,0
ScubaStef,ScubaStef,60,US,1
ScummyLIVE,ScummyLIVE,99,,1
Sdog1010,sdog1010,68,US,1
SeaBaby,SeaBaby,110,,1
seattlefishman,seattlefishman,24,US,0
Sebas_sk83,Sebas_sk83,39,AR,0
Secretariat1717,Secretariat1717,110,CA,1
Sedith,Sedith,84,PL,1
SeeraS,SeeraS,58,NA,1
SELVA87,SELVA87,92,IT,1
serfuje pl CYGBUD,,,,0
SeriousFaceOP,SeriousFaceOP,43,US,1
Sewlitop,Sewlitop,100,DE,1
ShadowWolfMage,ShadowWolfMage,58,US,1
ShadowyPiersaint,ShadowyPierSaint,86,FR,0
Shae,Shae,4,,0
Sharklicker85,sharklicker85,58,US,1
SharkyElSharquale,,,,0
ShavieX,ShavieX,28,PL,1
ShawlineAdventures,ShawlineAdventures,72,AU,1
Shawnie2469,Shawnie2469,105,US,1
ShayArson,ShayArson,75,US,1
Shegglington,Shegglington,12,GB,0
sheloveviolence,,,,0
Shibosu,Shibosu,61,PL,1
ShiroYuko,ShiroYuko,71,CZ,1
ShockZua,ShockZua,7,AR,0
Shojikina,Shojikina,74,HU,1
shore_fishing,shore_fishing,108,ES,1
SHPROT769,SHPROT769,57,UA,1
ShrimpDaddy,ShrimpDaddy,64,US,1
shrubber,shrubber,80,IT,1
ShrubnSE,ShrubnSE,100,US,1
shtellins,,,,0
Shyllo,Shyllo,110,FR,1
shyyy98,,,,0
siddoru,,,,0
Sidewayskitzo420,Sidewayskitzo420,97,AU,1
Sidewinder937,sidewinder937,96,US,1
Siennasteak135,Siennasteak135,18,SE,1
Sigmaxx,Sigmaxx,58,FI,1
Sil3ntFisher,Sil3ntFisher,26,US,1
SilenaJustyna,SilenaJustyna,110,PL,1
SilverBeard,SilverBeard,2,ID,0
Sind_94,Sind_94,97,IT,1
Siriopro,Siriopro,85,IT,1
sishol,sishol,95,US,1
siskotrincia,,,,0
skeggio,Skeggio,38,NL,1
skinner,Skinner,3,,0
SkinnyWhitePimp,SkinnyWhitePimp,85,CA,1
skrebutis,Skrebutis,75,LT,1
Skybax,Skybax,94,IT,1
Skyecat,Skyecat,70,US,1
SkylarWolf,SkylarWolf,44,GB,1
Skyzero61,Skyzero61,62,FR,1
Slartibarfastest,,,,0
Slayz7,Slayz7,25,FR,0
SlippingSole,SlippingSole,57,CA,1
smarkk,smarkk,110,DE,1
smaug_pt,smaug_pt,48,PT,0
smeer76,smeer76,41,US,1
smellyfishhook,SmellyFishHook,92,US,1
smokedsloth,Smokedsloth,78,US,1
Smygel,Smygel,65,US,0
Sneaky_Prawn,Sneaky_Prawn,70,ZA,1
SNEYKS_UA,SNEYKS_UA,84,UA,1
Snipez_Ya,Snipez_Ya,63,AU,1
Snow_0722,Snow_0722,28,US,0
SociableBassMaster,SociableBassMaster,103,IN,0
Sofiyaah,Sofiyaah,104,FI,1
soko559,,,,0
soroinos,soroinos,23,NL,0
SoulBlanka,SoulBlanka,22,PR,0
Soulwalker92,Soulwalker92,65,DE,1
sp0d3rm1n,sp0d3rm1n,21,US,0
Space024,Space024,31,,1
SPACERAGGER,SPACERAGGER,41,US,0
Spaz623,Spaz623,77,US,1
Spazlux (steam),,,,0
Speedy,speedy,2,,0
Speedy_0005,,,,0
SpeedyE420,SpeedyE420,84,US,1
SpiritedBarnacleWarlord,SpiritedBarnacleWarlord,84,NL,1
Spitzkop89,,,,0
Splendedcarpmercenary,,,,0
SpookieWookie,SpookieWookie,35,,1
Spookyboy2000,spookyboy2000,61,NL,1
Spookylogikal,Spookylogikal,25,GR,0
Sprunkenstein,Sprunkenstein,83,DE,1
spudsta,spudsta,72,US,1
SquatCobbler123,SquatCobbler123,87,SG,1
srdr1977,srdr1977,107,TR,1
SrK99,SrK99,53,ES,1
Sr-Puff,,,,0
SSBear,SSBear,53,GB,1
StachuZjadaczKarpii,StachuZjadaczKarpii,15,PL,0
Stancelad,stancelad,28,NZ,0
Starwalker77,Starwalker77,110,BG,1
StaryJanoo,StaryJanoo,87,SK,1
Stay.with.Me,Stay.with.Me,71,KR,1
Ste928,ste928,78,FR,1
Steelbird05,Steelbird05,37,ES,0
stevemcgarret,stevemcgarret,61,,1
steviejohn,,,,0
Stre90,Stre90,22,DE,1
Strett12,strett12,32,GB,0
STRIPETBASS,STRIPETBASS,100,US,1
Stryker_84,Stryker_84,86,UA,1
STshane,STshane,57,NA,1
StulejoZaur,StulejoZaur,49,,1
Suaminya_Towa,Suaminya_Towa,94,ID,1
suckerfishgameing,suckerfishgameing,81,US,1
sumik_karlowaty.pl50612.poland,sumik_karlowaty.pl50612.poland,67,PL,1
summer_tea,summer_tea,97,UA,1
SupaUgandanFisha,SupaUgandanFisha,84,SG,1
super_gun_75,,,,0
SuperDorkus,SuperDorkus,61,GB,1
SuperNaturalCarpBreaker,SupernaturalCarpBreaker,65,US,1
SuperStollen,SuperStollen,62,SE,1
Suqmahpipih,,,,0
Suuker,Suuker,103,ES,1
Suv4ko,Suv4ko,110,BR,1
SWAPPED_MARLIN,,,,0
SwiftLakeCaster,SwiftLakeCaster,75,FR,1
Swindy02,Swindy02,25,SE,0
SYLORYN,SYLORYN,30,US,1
Sylphynford14,Sylphynford14,73,ID,1
syn.fp,syn.fp,83,US,1
SyriouSx12,SyriouSx12,42,DE,1
Szczupakowylony,,,,0
szeregowy_markielof,szeregowy_markielof,19,PL,0
szybki_wciagaczPL,szybki_wciagaczPL,39,PL,1
Szymus295,Szymus295,96,PL,1
T00CHY,T00CHY,109,,1
tabakinski,tabakinski,90,GE,1
taha351992,Taha351992,45,TR,0
Taipan,Taipan,45,,0
TamsMan23,TamsMan23,45,CA,1
tankfishyworm,,,,0
TAQQAQ,TAQQAQ,108,TW,1
Tarkkis96,Tarkkis96,36,FI,1
Tasos_man,Tasos_man,80,NO,1
tax,TAX,8,ID,0
Teamankung,Teamankung,32,TH,0
Tekarov,Tekarov,68,FR,1
TelescopicRod,TelescopicRod,108,,1
TenchRay,TenchRay,55,ID,1
Teocatchesbass,Teocatchesbass,15,US,1
teocorodan,teocorodan,61,RO,1
tep,Tep,28,RU,1
TERMINATOR_CCCP,TERMINATOR_CCCP,86,RU,1
terpenesteve,terpenesteve,100,,1
test,TEST,2,,0
teutonix,teutonix,109,LU,1
TexasWereWolf86,TexasWerewolf86,105,US,1
TH_DjjackyGaming,,,,0
TH_Thitisak,TH_Thitisak,106,,1
The_Alpha,The_Alpha,4,ID,0
ThE_BiGKIERAN,ThE_BiGKIERAN,24,GB,1
The_Roaming,The_Roaming,59,AU,1
The1Boosty,The1Boosty,110,US,1
the1kbass,the1kbass,96,FR,1
TheArckGod,TheArckgod,99,GR,1
TheArtificer,TheArtificer,85,US,1
TheBigSkibidi,TheBigSkibidi,46,US,1
thedaddygamerYOUTUBE,TheDaddyGamerYOUTUBE,109,ES,1
TheDefinitionOfDepression,TheDefinitionOfDepression,90,AU,1
TheDestroyer143,TheDestroyer143,8,US,1
TheEnty05,TheEnty05,102,ES,1
TheFatman,TheFatman,87,AT,1
TheGood31,TheGood31,109,US,1
TheGreat_3911,,,,0
TheMarce33,TheMarce33,110,CA,1
The-One,The-one,2,CN,0
TheOnlyChild,TheOnlyChild,44,PH,1
THEOOFISH,,,,0
TheRealMatrix,TheRealMatrix,45,US,1
TheRealSven1,,,,0
Thernadad,Thernadad,62,,1
TheRoboloz,TheRoboloz,97,US,1
TheSchwartz,TheSchwartz,9,US,0
Thiagoof007,Thiagoof007,42,,1
thomasfrancisnadolski,,,,0
ThomPhel,,,,0
Thund3r_tave,Thund3r_tave,66,IT,1
tiagocorradini,tiagocorradini,110,BR,1
TiagoDelas08,TiagoDelas08,59,PT,1
TiagoUrnano85,,,,0
tibcsi82,tibcsi82,110,HU,1
Tidevorn,Tidevorn,110,CL,1
TiG3RFishMaster,TiG3RFishMaster,105,RO,1
TigerG0d,TigerG0d,36,CA,0
TiGrE,TiGrE,78,ES,1
TikTokEdujip,TikTokEdujip,106,AR,1
Tim,Tim,28,DE,1
Tim_Tohan,Tim_Tohan,26,US,1
Timdafisherman,TimdaFisherman,94,US,1
Timek2080,Timek2080,20,SI,1
timetopopo,timetopopo,70,SG,1
TisIPickles,TisIPickles,34,US,1
Tistix,Tistix,87,US,1
titolilo4,titolilo4,65,ES,1
TK-Jerem,TK-jerem,107,,1
To_Bober,To_Bober,79,UA,1
Toasty2770,Toasty2770,92,AU,1
ToFu32K,ToFu32K,66,US,1
Togishere,Togishere,50,US,1
TokeTokeCast,,,,0
Toni_Pescador,Toni_Pescador,90,,0
Tonymathy,tonymathy,64,VN,1
Tonytgff1,Tonytgff1,71,US,1
Topitapescador08,topitapescador08,60,AR,1
Topwater01,,,,0
Tor93,Tor93,110,ES,1
TPassive Killer,,,,0
Trausey1101,Trausey1101,85,CA,1
TravisT,TravisT,110,US,1
Treebeard60,Treebeard60,98,GB,1
Tribute17,tribute17,102,US,1
trickertahegao,trickertahegao,78,UA,1
TripyChoco,TripyChoco,37,RO,0
Tristonio16,Tristonio16,86,GB,1
TrooperG10,TrooperG10,68,US,1
TS_Cruiser,TS_Cruiser,110,JP,1
tsukuyxmi,tsukuyxmi,110,UA,1
Ttomika11t,Ttomika11t,64,HU,1
TTV_torva_messor1989,TTV_torva_messor1989,101,,1
TuanDuySeafood,TuanDuySeafood,99,VN,1
Tuffboi67,tuffboi67,17,DE,0
tulcaz,tulcaz,70,,1
TunaSplash,TunaSplash,74,IT,1
tunawiz,Tunawiz,87,US,1
turikitiyaetyann,turikitiyaetyann,100,JP,1
Turkey,Turkey,8,,0
TURNHAMM,TURNHAMM,60,GB,1
Tutel23e,Tutel23e,8,PL,0
TutupDandang,TutupDandang,105,ID,1
tw104506,tw104506,29,TW,0
TWillie,Twillie,17,US,0
twitch_b0rreg0chan nivel 100,,,,0
Twitch_sandersog,Twitch_sandersog,100,UA,1
tycoon0013,,,,0
tymek23,tymek23,90,PL,1
TYTRenatin,TYTRenatin,104,BR,1
T-Z,T-Z,110,FR,1
U420A,U420A,76,IL,1
UA_Sergiy,UA_Sergiy,110,UA,1
UASergiyOdessa,UASergiyOdessa,85,UA,1
UDEENSTARK,UDEENSTARK,13,ID,0
ULAT,ULAT,110,MY,1
UmutTR,UmutTR,60,TR,1
Unbreackablesol9,unbreackablesol9,47,US,1
UncleShad,UncleShad,73,AU,1
Undeadarcher420,,,,0
Unpiw,unpiw,102,ID,1
username Spyder_tj nickname Mr. Bones,,,,0
Uzermen,Uzermen,91,UA,1
V2k2ng,V2k2ng,94,GP,1
vadym.v,vadym.v,108,GB,0
ValentinNed,ValentinNed,89,DE,1
van-62,,,,0
VandenT,VandenT,52,US,0
vanderbosa,vanderbosa,84,IT,1
VanFisherman1337,VanFisherman1337,58,UA,1
Vangarion,Vangarion,56,CA,0
vanthanh_,,,,0
VataFakIzDisz,VataFakIzDisz,75,HU,1
Vattghern_aen_Invaerne,Vattghern_aen_Invaerne,110,UA,1
vbarbam,,,,0
vBrucie,,,,0
vee_doesnt_lie,,,,0
Veeno_MMJ,Veeno_MMJ,71,,1
Veey4,Veey4,93,AR,1
VeioTucunare,VeioTucunare,45,BR,1
Velfegor,Velfegor,106,BG,1
Vendetta,Vendetta,2,,0
Venom134,Venom134,106,LV,1
venom1987,venom1987,48,US,1
venomkink1986,,,,0
VenomSS,VenomSS,54,,1
VenonX_Fishing_Master,VenonX_Fishing_Master,31,HU,0
Ventur4,Ventur4,74,HU,1
VerdantPerchDaddy,VerdantPerchDaddy,102,US,1
Vermilion,Vermilion,2,UA,0
Vermilion69,Vermilion69,34,US,0
Verstappen,Verstappen,1,TR,0
Vetle11011,vetle11011,46,NO,1
vFirestormv,vFirestormv,50,US,1
VGB_Blue62,,,,0
VGB_Luc,VGB_Luc,110,IT,1
VGB_Salvo63,VGB_Salvo63,108,IT,1
VgbSeccaccio,,,,0
VibreOhMaSoeur,VibreOhMaSoeur,71,FR,1
Vic1995,Vic1995,96,MY,0
Victor_Tidehunter,Victor_Tidehunter,83,RO,1
VictorCastle,VictorCastle,38,CA,1
vidas8888,,,,0
VikingFisher86,VikingFisher86,89,TG,1
viklag57,VIKLAG57,102,UA,1
viktor_jung,Viktor_Jung,110,UA,1
VileVicky,VileVicky,70,,1
Villfer1,,,,0
Villzz,Villzz,72,PL,0
vinniauthor,vinniauthor,109,GB,0
Vinny Deepwater,,,,0
VINNYTHEFISHERMAN,VINNYTHEFISHERMAN,81,US,1
Virixiss,Virixiss,30,US,1
Viscan133,Viscan133,55,AU,1
Visidiious,Visidiious,64,US,1
Vivionaire,,,,0
vizfish,vizfish,64,US,1
vliegheloic,vliegheloic,60,BE,1
VM_NPWP,VM_NPWP,110,ID,1
VM_Veiin,VM_Veiin,104,ID,1
vodou61,vodou61,103,US,1
voidtv26,voidtv26,55,IN,1
Vouli-UA,Vouli-UA,79,UA,1
VovaCatfishWinner,VovaCatfishWinner,110,UA,1
VV1lqu,VV1lqu,67,GB,1
vVvKylOvVv,vVvKylOvVv,43,PL,1
VXN00000,VXN00000,27,AU,0
Wahnfried,Wahnfried,42,DE,1
WALCZ! | Djabeu,,,,0
Walshyy90,Walshyy90,110,IE,1
WaluyoPancing,WaluyoPancing,88,ID,1
WAR_CHUN,WAR_CHUN,58,KZ,1
wartuner,wartuner,2,,0
washed.,,,,0
Waste_catfish,Waste_catfish,62,KR,1
water(steam name),,,,0
wazoo,Wazoo,5,,0
WECKKULI,WECKKULI,82,FI,1
WeedlessWillie,WeedlessWillie,70,CN,0
Wendigo_ita,Wendigo_ita,106,IT,1
Werkuta,werkuta,68,AT,1
WhiteEvo6,WhiteEvo6,64,CA,1
Whitey614,Whitey614,56,US,1
whostolemykidney,WHOSTOLEMYKIDNEY,57,BG,1
wiktarell,wiktarell,63,PL,1
WILDCAT,WildCat,2,,0
wildhorse49,,,,0
Wildpilot,,,,0
Willie_Wortel,,,,0
winox_1911,winox_1911,104,FR,1
WiraYoga,WiraYoga,35,ID,0
WisniaEz,WisniaEZ,68,PL,1
withering,,,,0
Wk0lbh1k,Wk0lbh1k,110,RU,1
WMGSaint,WmgSaint,30,,1
Wolferina,Wolferina,72,PL,1
WolfPlayz,wolfplayz,2,GB,0
Wolverine67,Wolverine67,110,NO,1
wongghemblungg,,,,0
Wouldurather7,WoulduRather7,92,GB,1
wsll,wsll,64,UA,1
Wzdrega-Mateusz,Wzdrega-Mateusz,72,PL,1
x_Charlie_x,x_Charlie_x,28,UA,0
X_Sooner,X_Sooner,39,PL,1
x2vi,x2vi,75,PL,1
X4Gaming,X4Gaming,99,GB,1
xatxotoni,Xatxotoni,100,ES,1
xaviersucksatfishing,Xaviersucksatfishing,80,AU,1
xBISWITx,xBISWITx,84,PH,1
xCharkey35,xCharkey35,35,CA,0
xDav1800,xDav1800,106,IT,1
XecaPT,XecaPT,106,PT,1
xEmpsku,xEmpsku,40,FI,1
Xileg,Xileg,31,UA,1
ximoc1,ximoc1,83,,1
xintus58,,,,0
xjorii,xjorii,83,PL,1
xLyrusx,xLyrusx,69,EC,1
xrror,xrror,52,,1
xSuRGeOnx,,,,0
Xugarus,Xugarus,72,AR,1
XVrost,XVrost,80,ID,1
X-Wali,,,,0
Xx420LAO420xX,,,,0
xxhopscotchxx,xxhopscotchxx,95,AR,1
xXLaytoXx,,,,0
XxsaulsuxX,,,,0
xxSi_wYxx,xxSi_wYxx,70,PL,1
xXtoniboni13Xx,xXtoniboni13Xx,62,ES,1
xzst0rmyz,,,,0
xzxtxzx,xzxtxzx,29,KZ,1
ya-mame,ya-mame,101,,0
yami06,,,,0
Yank_n_Tuggit,Yank_n_Tuggit,78,CA,1
Yargar PL,,,,0
Yasutomi,Yasutomi,101,ES,1
yet11223344,yet11223344,60,US,0
YhanTheAngler,YhanTheAngler,79,PH,1
YoanMTV,YoanMTV,72,ES,1
YOLLO.nico,YOLLO.nico,86,FR,1
YSoSeriouse3Ruh,,,,0
YSTREB,YSTREB,74,,1
YUKAYRD,YUKAYRD,109,MX,1
yukihiko78,yukihiko78,107,JP,1
yura0501,yura0501,50,ID,1
Yuukiss,Yuukiss,50,ID,1
yxtrx3,yxtrx3,56,SG,1
ZAINNA,ZAINNA,98,ID,1
Zestryn,Zestryn,81,US,1
zh3ndosRYBAK,zh3ndosRYBAK,47,RU,1
Zhafier,Zhafier,34,ID,1
Zig.25,zig.25,42,US,1
zjackobp,zjackobp,80,US,1
zNahuDX,zNahuDX,74,AR,1
Zoedachi,Zoedachi,85,VN,0
zoerogamer,zoerogamer,4,BR,0
Zoli1289,Zoli1289,41,HU,0
zorklo,zorklo,43,NO,1
Zottsahne89,ZottSahne89,83,DE,0
ZunThunder,ZunThunder,53,US,1
ZVK153,ZVK153,69,PL,1
Бойка,,,,0
白嫖骑士,,,,0
